3.058971,50.636734,3.065553,50.63817
3.058971,50.636734,3.063038,50.63596
3.058971,50.636734,3.070875,50.63469
3.058971,50.636734,3.067851,50.63252
3.058971,50.636734,3.055097,50.63806
3.058971,50.636734,3.06367,50.63697
3.058971,50.636734,3.06683,50.6376
3.058971,50.636734,3.167767,50.69247
3.058971,50.636734,3.072719,50.637753
3.058971,50.636734,3.072532,50.637924
3.058971,50.636734,3.150333,50.637512
3.058971,50.636734,3.061511,50.640896
3.058971,50.636734,3.177049,50.690178
3.058971,50.636734,3.061862,50.63768
3.058971,50.636734,3.063525,50.637886
3.058971,50.636734,3.088999,50.583996
3.058971,50.636734,3.066893,50.64283
3.058971,50.636734,3.04576,50.6378
3.058971,50.636734,3.06293,50.638317
3.058971,50.636734,3.0642,50.63773
3.058971,50.636734,3.062165,50.641403
3.058971,50.636734,3.062632,50.630672
3.058971,50.636734,3.063151,50.63869
3.058971,50.636734,3.161207,50.720436
3.058971,50.636734,3.061831,50.64108
3.058971,50.636734,3.137393,50.61063
3.058971,50.636734,3.062654,50.63866
3.058971,50.636734,3.059492,50.644314
3.058971,50.636734,3.091446,50.580463
3.058971,50.636734,3.062353,50.6412
3.058971,50.636734,3.06251,50.64051
3.058971,50.636734,3.065553,50.63817,3.069193,50.63627
3.058971,50.636734,3.07572,50.639805
3.058971,50.636734,3.066092,50.637512
3.058971,50.636734,3.056063,50.645676
3.065553,50.63817,3.069193,50.63627
3.058971,50.636734,3.037261,50.61542
3.058971,50.636734,3.073701,50.63468
3.058971,50.636734,3.148472,50.758606
3.058971,50.636734,3.076883,50.638893
3.058971,50.636734,3.065168,50.640358
3.058971,50.636734,3.063313,50.634823
3.058971,50.636734,3.069954,50.635525
3.058971,50.636734,3.058537,50.63761
3.058971,50.636734,3.058885,50.639053
3.058971,50.636734,3.065553,50.63817,2.999414,50.711857
3.058971,50.636734,3.177049,50.690178,3.180686,50.69004
3.058971,50.636734,3.072719,50.637753,3.061839,50.6351
3.058971,50.636734,3.072538,50.637062
3.058971,50.636734,3.069548,50.636997
3.058971,50.636734,3.060027,50.638676
3.058971,50.636734,3.061734,50.641106
3.058971,50.636734,3.06,50.63639
3.058971,50.636734,3.066436,50.642483
3.065553,50.63817,2.999414,50.711857
3.177049,50.690178,3.180686,50.69004
3.072719,50.637753,3.061839,50.6351
3.058971,50.636734,3.065553,50.63817,3.065263,50.640392
3.058971,50.636734,3.070875,50.63469,3.062907,50.636665
3.058971,50.636734,3.069951,50.635265
3.058971,50.636734,3.049112,50.626854
3.058971,50.636734,3.049114,50.63251
3.058971,50.636734,3.061462,50.63725
3.058971,50.636734,3.063351,50.63725
3.065553,50.63817,3.065263,50.640392
3.070875,50.63469,3.062907,50.636665
3.058971,50.636734,3.070875,50.63469,3.131901,50.612553
3.058971,50.636734,3.065155,50.63685
3.058971,50.636734,3.066637,50.641758
3.058971,50.636734,3.057722,50.63959
3.058971,50.636734,3.05974,50.635494
3.058971,50.636734,3.06249,50.638348
3.058971,50.636734,3.0665,50.642586
3.058971,50.636734,3.062165,50.641403,3.065,50.63698
3.058971,50.636734,3.066338,50.64236
3.058971,50.636734,3.059794,50.646255
3.070875,50.63469,3.131901,50.612553
3.062165,50.641403,3.065,50.63698
